resource,activity,timestamp,case,AMOUNT_REQ
112,A_SUBMITTED,2011/10/17 15:05:35,177573,6000
112,A_PARTLYSUBMITTED,2011/10/17 15:05:35,177573,6000
10889,A_DECLINED,2011/10/17 16:06:21,177573,6000
112,A_SUBMITTED,2011/11/28 20:29:20,189700,15000
112,A_PARTLYSUBMITTED,2011/11/28 20:29:20,189700,15000
112,A_PREACCEPTED,2011/11/28 20:30:05,189700,15000
10910,A_ACCEPTED,2011/11/29 9:33:34,189700,15000
10910,A_FINALIZED,2011/11/29 9:34:15,189700,15000
11169,A_CANCELLED,2011/12/20 13:11:37,189700,15000
112,A_SUBMITTED,2011/10/5 20:43:07,174959,30000
112,A_PARTLYSUBMITTED,2011/10/5 20:43:07,174959,30000
112,A_PREACCEPTED,2011/10/5 20:43:59,174959,30000
10982,A_ACCEPTED,2011/10/6 11:46:01,174959,30000
10982,A_FINALIZED,2011/10/6 11:50:38,174959,30000
112,A_CANCELLED,2011/11/6 8:16:07,174959,30000
112,A_SUBMITTED,2012/2/8 8:07:27,207368,1000
112,A_PARTLYSUBMITTED,2012/2/8 8:07:27,207368,1000
11169,A_PREACCEPTED,2012/2/8 8:17:50,207368,1000
11169,A_DECLINED,2012/2/8 10:47:00,207368,1000
112,A_SUBMITTED,2011/11/8 18:14:01,183229,1000
112,A_PARTLYSUBMITTED,2011/11/8 18:14:01,183229,1000
10862,A_PREACCEPTED,2011/11/8 18:40:27,183229,1000
10880,A_DECLINED,2011/11/15 17:15:06,183229,1000
112,A_SUBMITTED,2012/2/7 19:37:51,207278,6500
112,A_PARTLYSUBMITTED,2012/2/7 19:37:51,207278,6500
112,A_PREACCEPTED,2012/2/7 19:38:21,207278,6500
11169,A_ACCEPTED,2012/2/8 9:49:39,207278,6500
11169,A_FINALIZED,2012/2/8 10:01:51,207278,6500
10138,A_APPROVED,2012/2/16 15:34:06,207278,6500
10138,A_REGISTERED,2012/2/16 15:34:06,207278,6500
10138,A_ACTIVATED,2012/2/16 15:34:06,207278,6500
112,A_SUBMITTED,2011/12/28 15:46:41,196150,26500
112,A_PARTLYSUBMITTED,2011/12/28 15:46:41,196150,26500
112,A_PREACCEPTED,2011/12/28 15:47:23,196150,26500
10932,A_CANCELLED,2012/1/11 9:36:12,196150,26500
112,A_SUBMITTED,2012/1/30 8:08:15,204885,19000
112,A_PARTLYSUBMITTED,2012/1/30 8:08:15,204885,19000
112,A_PREACCEPTED,2012/1/30 8:08:48,204885,19000
11180,A_ACCEPTED,2012/1/30 8:17:01,204885,19000
11180,A_FINALIZED,2012/1/30 8:19:45,204885,19000
11289,A_ACTIVATED,2012/2/6 9:29:32,204885,19000
11289,A_APPROVED,2012/2/6 9:29:32,204885,19000
11289,A_REGISTERED,2012/2/6 9:29:32,204885,19000
112,A_SUBMITTED,2012/2/21 6:48:05,211360,6000
112,A_PARTLYSUBMITTED,2012/2/21 6:48:05,211360,6000
112,A_PREACCEPTED,2012/2/21 6:48:42,211360,6000
11302,A_ACCEPTED,2012/2/21 13:50:49,211360,6000
11302,A_FINALIZED,2012/2/21 13:59:49,211360,6000
10609,A_DECLINED,2012/3/5 7:48:45,211360,6000
112,A_SUBMITTED,2011/11/10 13:30:13,183973,10000
112,A_PARTLYSUBMITTED,2011/11/10 13:30:13,183973,10000
11189,A_DECLINED,2011/11/10 14:56:40,183973,10000
112,A_SUBMITTED,2012/1/13 15:03:48,200629,5000
112,A_PARTLYSUBMITTED,2012/1/13 15:03:48,200629,5000
112,A_DECLINED,2012/1/13 15:04:23,200629,5000
112,A_SUBMITTED,2011/11/21 16:13:50,187852,15000
112,A_PARTLYSUBMITTED,2011/11/21 16:13:50,187852,15000
112,A_DECLINED,2011/11/21 16:14:30,187852,15000
112,A_SUBMITTED,2011/10/7 11:55:01,175335,5000
112,A_PARTLYSUBMITTED,2011/10/7 11:55:01,175335,5000
11201,A_PREACCEPTED,2011/10/7 12:02:13,175335,5000
11201,A_ACCEPTED,2011/10/7 12:08:40,175335,5000
11201,A_FINALIZED,2011/10/7 12:10:33,175335,5000
10609,A_APPROVED,2011/10/24 12:20:44,175335,5000
10609,A_REGISTERED,2011/10/24 12:20:44,175335,5000
10609,A_ACTIVATED,2011/10/24 12:20:44,175335,5000
112,A_SUBMITTED,2011/11/7 10:30:26,182753,45000
112,A_PARTLYSUBMITTED,2011/11/7 10:30:27,182753,45000
112,A_DECLINED,2011/11/7 10:31:29,182753,45000
112,A_SUBMITTED,2011/10/17 17:25:29,177618,8000
112,A_PARTLYSUBMITTED,2011/10/17 17:25:29,177618,8000
112,A_PREACCEPTED,2011/10/17 17:26:04,177618,8000
11181,A_ACCEPTED,2011/10/17 18:41:04,177618,8000
11181,A_FINALIZED,2011/10/17 18:43:55,177618,8000
10609,A_ACTIVATED,2011/11/29 10:06:32,177618,8000
10609,A_APPROVED,2011/11/29 10:06:32,177618,8000
10609,A_REGISTERED,2011/11/29 10:06:32,177618,8000
112,A_SUBMITTED,2011/11/22 21:25:57,188271,6000
112,A_PARTLYSUBMITTED,2011/11/22 21:25:57,188271,6000
112,A_PREACCEPTED,2011/11/22 21:26:27,188271,6000
10939,A_ACCEPTED,2011/11/23 15:18:08,188271,6000
10939,A_FINALIZED,2011/11/23 15:21:07,188271,6000
10138,A_APPROVED,2011/12/8 9:57:51,188271,6000
10138,A_ACTIVATED,2011/12/8 9:57:51,188271,6000
10138,A_REGISTERED,2011/12/8 9:57:51,188271,6000
112,A_SUBMITTED,2012/1/31 20:13:24,205430,12500
112,A_PARTLYSUBMITTED,2012/1/31 20:13:24,205430,12500
11000,A_PREACCEPTED,2012/2/1 8:18:42,205430,12500
11299,A_DECLINED,2012/2/29 17:24:20,205430,12500
112,A_SUBMITTED,2011/12/18 8:59:53,194296,10000
112,A_PARTLYSUBMITTED,2011/12/18 8:59:56,194296,10000
10932,A_DECLINED,2011/12/19 8:57:19,194296,10000
112,A_SUBMITTED,2011/10/25 12:19:00,179694,14000
112,A_PARTLYSUBMITTED,2011/10/25 12:19:01,179694,14000
112,A_PREACCEPTED,2011/10/25 12:19:50,179694,14000
11169,A_ACCEPTED,2011/10/25 12:46:25,179694,14000
11169,A_FINALIZED,2011/10/25 12:51:06,179694,14000
10972,A_APPROVED,2011/11/22 9:06:24,179694,14000
10972,A_ACTIVATED,2011/11/22 9:06:24,179694,14000
10972,A_REGISTERED,2011/11/22 9:06:24,179694,14000
112,A_SUBMITTED,2012/1/26 11:03:40,204185,15000
112,A_PARTLYSUBMITTED,2012/1/26 11:03:40,204185,15000
112,A_PREACCEPTED,2012/1/26 11:04:18,204185,15000
11202,A_ACCEPTED,2012/1/26 11:55:05,204185,15000
11202,A_FINALIZED,2012/1/26 11:58:21,204185,15000
10138,A_APPROVED,2012/2/24 14:34:35,204185,15000
10138,A_ACTIVATED,2012/2/24 14:34:35,204185,15000
10138,A_REGISTERED,2012/2/24 14:34:35,204185,15000
112,A_SUBMITTED,2012/1/2 14:56:57,197231,5000
112,A_PARTLYSUBMITTED,2012/1/2 14:56:57,197231,5000
112,A_PREACCEPTED,2012/1/2 14:57:32,197231,5000
10899,A_CANCELLED,2012/1/9 13:40:12,197231,5000
112,A_SUBMITTED,2011/12/2 19:22:15,190830,4500
112,A_PARTLYSUBMITTED,2011/12/2 19:22:16,190830,4500
112,A_PREACCEPTED,2011/12/2 19:22:55,190830,4500
10912,A_ACCEPTED,2011/12/3 12:00:48,190830,4500
10912,A_FINALIZED,2011/12/3 12:08:06,190830,4500
10609,A_DECLINED,2011/12/16 9:08:58,190830,4500
112,A_SUBMITTED,2012/2/8 15:49:16,207524,15000
112,A_PARTLYSUBMITTED,2012/2/8 15:49:17,207524,15000
112,A_DECLINED,2012/2/8 15:49:53,207524,15000
112,A_SUBMITTED,2011/10/23 17:01:29,179275,10000
112,A_PARTLYSUBMITTED,2011/10/23 17:01:29,179275,10000
112,A_DECLINED,2011/10/23 17:02:07,179275,10000
112,A_SUBMITTED,2012/1/5 18:39:57,198406,50000
112,A_PARTLYSUBMITTED,2012/1/5 18:39:57,198406,50000
112,A_PREACCEPTED,2012/1/5 18:40:46,198406,50000
10909,A_ACCEPTED,2012/1/6 18:31:50,198406,50000
10909,A_FINALIZED,2012/1/6 18:34:32,198406,50000
112,A_CANCELLED,2012/2/6 8:15:34,198406,50000
112,A_SUBMITTED,2012/2/2 3:02:01,205806,6500
112,A_PARTLYSUBMITTED,2012/2/2 3:02:02,205806,6500
11169,A_PREACCEPTED,2012/2/2 8:19:03,205806,6500
11203,A_CANCELLED,2012/2/3 12:14:57,205806,6500
112,A_SUBMITTED,2012/1/24 11:43:56,203552,3000
112,A_PARTLYSUBMITTED,2012/1/24 11:43:57,203552,3000
10982,A_DECLINED,2012/1/24 11:51:27,203552,3000
112,A_SUBMITTED,2012/2/26 14:28:35,212965,5000
112,A_PARTLYSUBMITTED,2012/2/26 14:28:35,212965,5000
11009,A_PREACCEPTED,2012/2/27 10:06:16,212965,5000
10933,A_ACCEPTED,2012/2/27 19:49:58,212965,5000
10933,A_FINALIZED,2012/2/27 19:53:40,212965,5000
112,A_SUBMITTED,2012/1/29 23:35:53,204868,2500
112,A_PARTLYSUBMITTED,2012/1/29 23:35:53,204868,2500
11003,A_DECLINED,2012/1/30 15:21:39,204868,2500
112,A_SUBMITTED,2011/12/31 10:19:44,196880,25000
112,A_PARTLYSUBMITTED,2011/12/31 10:19:44,196880,25000
10982,A_PREACCEPTED,2011/12/31 12:59:39,196880,25000
11180,A_CANCELLED,2012/1/2 17:30:59,196880,25000
112,A_SUBMITTED,2012/1/26 13:12:08,204221,13500
112,A_PARTLYSUBMITTED,2012/1/26 13:12:08,204221,13500
112,A_PREACCEPTED,2012/1/26 13:12:45,204221,13500
11169,A_CANCELLED,2012/1/26 14:07:32,204221,13500
112,A_SUBMITTED,2011/11/9 19:45:22,183597,4000
112,A_PARTLYSUBMITTED,2011/11/9 19:45:22,183597,4000
11202,A_DECLINED,2011/11/10 11:14:50,183597,4000
112,A_SUBMITTED,2011/11/25 16:19:19,189028,20600
112,A_PARTLYSUBMITTED,2011/11/25 16:19:19,189028,20600
11202,A_PREACCEPTED,2011/11/25 16:33:08,189028,20600
10912,A_ACCEPTED,2011/11/26 13:56:19,189028,20600
10912,A_FINALIZED,2011/11/26 14:00:22,189028,20600
10809,A_ACTIVATED,2011/12/21 8:36:00,189028,20600
10809,A_APPROVED,2011/12/21 8:36:00,189028,20600
10809,A_REGISTERED,2011/12/21 8:36:00,189028,20600
