resource,activity,timestamp,case,AMOUNT_REQ
10932,O_SELECTED,2012/2/15 10:44:39,209422,10000
10932,O_CREATED,2012/2/15 10:44:40,209422,10000
10932,O_SENT,2012/2/15 10:44:41,209422,10000
11049,O_SENT_BACK,2012/2/21 9:20:37,209422,10000
10138,O_ACCEPTED,2012/2/21 11:20:28,209422,10000
10910,O_SELECTED,2012/1/2 12:00:18,197108,10000
10910,O_CREATED,2012/1/2 12:00:19,197108,10000
10910,O_SENT,2012/1/2 12:00:19,197108,10000
10909,O_SELECTED,2012/1/12 10:00:04,197108,10000
10909,O_CANCELLED,2012/1/12 10:00:04,197108,10000
10909,O_CREATED,2012/1/12 10:00:06,197108,10000
10909,O_SENT,2012/1/12 10:00:06,197108,10000
10809,O_DECLINED,2012/1/26 12:27:36,197108,10000
11189,O_SELECTED,2011/11/24 13:00:36,188702,11500
11189,O_CREATED,2011/11/24 13:00:39,188702,11500
11189,O_SENT,2011/11/24 13:00:39,188702,11500
10913,O_CANCELLED,2011/12/24 13:59:51,188702,11500
10982,O_SELECTED,2011/10/6 15:18:43,175114,16000
10982,O_CREATED,2011/10/6 15:18:44,175114,16000
10982,O_SENT,2011/10/6 15:18:44,175114,16000
11029,O_SENT_BACK,2011/10/11 7:56:47,175114,16000
10138,O_ACCEPTED,2011/10/14 8:36:09,175114,16000
11119,O_SELECTED,2012/1/12 19:52:41,200170,11000
11119,O_CREATED,2012/1/12 19:52:42,200170,11000
11119,O_SENT,2012/1/12 19:52:42,200170,11000
10913,O_CANCELLED,2012/2/11 13:39:37,200170,11000
10863,O_SELECTED,2011/10/11 17:29:07,176239,25000
10863,O_CREATED,2011/10/11 17:29:07,176239,25000
10863,O_SENT,2011/10/11 17:29:07,176239,25000
11029,O_SENT_BACK,2011/10/17 9:24:04,176239,25000
10972,O_ACCEPTED,2011/10/20 9:11:04,176239,25000
11121,O_SELECTED,2011/11/30 11:48:00,190120,25000
11121,O_CREATED,2011/11/30 11:48:01,190120,25000
11121,O_SENT,2011/11/30 11:48:02,190120,25000
11121,O_CANCELLED,2011/12/13 10:37:43,190120,25000
11181,O_SELECTED,2011/12/16 17:20:15,194010,25000
11181,O_CREATED,2011/12/16 17:20:17,194010,25000
11181,O_SENT,2011/12/16 17:20:17,194010,25000
11049,O_SENT_BACK,2012/1/2 15:31:59,194010,25000
10138,O_ACCEPTED,2012/1/4 10:21:25,194010,25000
10982,O_SELECTED,2012/1/24 10:28:16,202824,25000
10982,O_CREATED,2012/1/24 10:28:17,202824,25000
10982,O_SENT,2012/1/24 10:28:18,202824,25000
11259,O_SENT_BACK,2012/2/3 13:46:49,202824,25000
10138,O_ACCEPTED,2012/2/9 11:10:22,202824,25000
10863,O_SELECTED,2011/12/14 17:53:19,193381,25000
10863,O_CREATED,2011/12/14 17:53:20,193381,25000
10863,O_SENT,2011/12/14 17:53:20,193381,25000
10982,O_CANCELLED,2011/12/19 19:29:05,193381,25000
10982,O_SELECTED,2011/12/19 19:29:05,193381,25000
10982,O_CREATED,2011/12/19 19:29:07,193381,25000
10982,O_SENT,2011/12/19 19:29:07,193381,25000
11259,O_SENT_BACK,2012/1/5 10:57:21,193381,25000
10629,O_ACCEPTED,2012/1/13 15:46:34,193381,25000
11009,O_SELECTED,2011/11/4 15:14:49,182251,7500
11009,O_CREATED,2011/11/4 15:14:50,182251,7500
11009,O_SENT,2011/11/4 15:14:50,182251,7500
10859,O_CANCELLED,2011/11/14 15:36:47,182251,7500
11122,O_SELECTED,2011/10/19 18:21:38,178371,5000
11122,O_CREATED,2011/10/19 18:21:39,178371,5000
11122,O_SENT,2011/10/19 18:21:39,178371,5000
112,O_CANCELLED,2011/11/19 8:15:38,178371,5000
11122,O_SELECTED,2011/10/5 11:36:42,174686,7500
11122,O_CREATED,2011/10/5 11:37:31,174686,7500
11122,O_SENT,2011/10/5 11:37:31,174686,7500
11029,O_SENT_BACK,2011/10/11 8:11:22,174686,7500
10629,O_ACCEPTED,2011/10/13 14:12:42,174686,7500
11169,O_SELECTED,2012/1/25 10:53:48,203802,32000
11169,O_CREATED,2012/1/25 10:53:49,203802,32000
11169,O_SENT,2012/1/25 10:53:49,203802,32000
10789,O_SENT_BACK,2012/2/3 10:20:31,203802,32000
10972,O_ACCEPTED,2012/3/6 15:53:27,203802,32000
10909,O_SELECTED,2011/10/7 8:31:07,175275,26000
10909,O_CREATED,2011/10/7 8:31:09,175275,26000
10909,O_SENT,2011/10/7 8:31:09,175275,26000
10909,O_CANCELLED,2011/11/1 16:55:59,175275,26000
10909,O_SELECTED,2011/11/1 16:55:59,175275,26000
10909,O_CREATED,2011/11/1 16:56:01,175275,26000
10909,O_SENT,2011/11/1 16:56:02,175275,26000
11121,O_CANCELLED,2011/11/12 10:08:33,175275,26000
10909,O_SELECTED,2011/10/4 17:40:47,173871,15500
10909,O_CREATED,2011/10/4 17:40:48,173871,15500
10909,O_SENT,2011/10/4 17:40:48,173871,15500
11029,O_SENT_BACK,2011/10/11 8:01:11,173871,15500
10138,O_DECLINED,2011/10/14 8:05:54,173871,15500
11203,O_SELECTED,2011/12/27 19:00:57,195618,5000
11203,O_CREATED,2011/12/27 19:00:58,195618,5000
11203,O_SENT,2011/12/27 19:00:58,195618,5000
112,O_CANCELLED,2012/1/27 8:15:45,195618,5000
10889,O_SELECTED,2011/12/5 18:36:21,191482,18000
10889,O_CREATED,2011/12/5 18:36:23,191482,18000
10889,O_SENT,2011/12/5 18:36:24,191482,18000
10899,O_SENT_BACK,2011/12/14 9:25:52,191482,18000
10972,O_ACCEPTED,2011/12/19 8:15:33,191482,18000
10912,O_SELECTED,2012/2/17 13:50:42,210347,15000
10912,O_CREATED,2012/2/17 13:50:44,210347,15000
10912,O_SENT,2012/2/17 13:50:44,210347,15000
10899,O_SENT_BACK,2012/2/21 11:16:40,210347,15000
10138,O_ACCEPTED,2012/2/22 10:17:35,210347,15000
11180,O_SELECTED,2011/10/27 15:44:15,180262,50000
11180,O_CREATED,2011/10/27 15:44:16,180262,50000
11180,O_SENT,2011/10/27 15:44:16,180262,50000
11120,O_CANCELLED,2011/11/2 15:48:32,180262,50000
10909,O_SELECTED,2012/1/26 12:00:52,204197,25000
10909,O_CREATED,2012/1/26 12:00:53,204197,25000
10909,O_SENT,2012/1/26 12:00:53,204197,25000
11180,O_CANCELLED,2012/2/2 19:45:43,204197,25000
11180,O_SELECTED,2012/2/2 19:45:43,204197,25000
11180,O_CREATED,2012/2/2 19:45:45,204197,25000
11180,O_SENT,2012/2/2 19:45:45,204197,25000
11180,O_SELECTED,2012/2/2 19:46:54,204197,25000
11180,O_CANCELLED,2012/2/2 19:46:54,204197,25000
11180,O_CREATED,2012/2/2 19:46:55,204197,25000
11180,O_SENT,2012/2/2 19:46:55,204197,25000
11180,O_CANCELLED,2012/2/2 19:48:36,204197,25000
11180,O_SELECTED,2012/2/2 19:48:36,204197,25000
11180,O_CREATED,2012/2/2 19:48:37,204197,25000
11180,O_SENT,2012/2/2 19:48:37,204197,25000
11180,O_DECLINED,2012/2/2 19:53:14,204197,25000
10912,O_SELECTED,2012/1/4 10:25:09,197608,8000
10912,O_CREATED,2012/1/4 10:25:11,197608,8000
10912,O_SENT,2012/1/4 10:25:11,197608,8000
10899,O_SENT_BACK,2012/1/12 10:36:51,197608,8000
10138,O_ACCEPTED,2012/1/18 9:34:44,197608,8000
10982,O_SELECTED,2012/1/7 10:20:22,198744,10000
10982,O_CREATED,2012/1/7 10:20:23,198744,10000
10982,O_SENT,2012/1/7 10:20:23,198744,10000
11049,O_SENT_BACK,2012/1/16 10:03:51,198744,10000
10629,O_ACCEPTED,2012/1/18 14:26:16,198744,10000
10933,O_SELECTED,2011/11/23 19:57:26,188506,17500
10933,O_CREATED,2011/11/23 19:57:29,188506,17500
10933,O_SENT,2011/11/23 19:57:29,188506,17500
11259,O_SENT_BACK,2011/11/30 11:02:00,188506,17500
10972,O_ACCEPTED,2011/12/6 9:03:21,188506,17500
11189,O_SELECTED,2011/10/19 14:43:34,178254,9000
11189,O_CREATED,2011/10/19 14:43:35,178254,9000
11189,O_SENT,2011/10/19 14:43:35,178254,9000
11029,O_SENT_BACK,2011/10/26 9:49:18,178254,9000
10609,O_ACCEPTED,2011/11/1 9:33:16,178254,9000
11019,O_SELECTED,2011/12/19 12:06:50,194427,22000
11019,O_CREATED,2011/12/19 12:06:51,194427,22000
11019,O_SENT,2011/12/19 12:06:51,194427,22000
11019,O_SELECTED,2011/12/19 12:08:40,194427,22000
11019,O_CANCELLED,2011/12/19 12:08:40,194427,22000
11019,O_CREATED,2011/12/19 12:08:41,194427,22000
11019,O_SENT,2011/12/19 12:08:41,194427,22000
112,O_CANCELLED,2012/1/19 8:15:25,194427,22000
11000,O_SELECTED,2011/12/3 11:20:36,190782,5000
11000,O_CREATED,2011/12/3 11:20:37,190782,5000
11000,O_SENT,2011/12/3 11:20:37,190782,5000
11049,O_SENT_BACK,2011/12/12 9:34:04,190782,5000
10609,O_ACCEPTED,2011/12/14 6:54:02,190782,5000
10861,O_SELECTED,2011/11/2 8:28:31,181423,15000
10861,O_CREATED,2011/11/2 8:28:36,181423,15000
10861,O_SENT,2011/11/2 8:28:36,181423,15000
11259,O_SENT_BACK,2011/11/10 9:37:39,181423,15000
10138,O_ACCEPTED,2011/11/14 15:50:56,181423,15000
11169,O_SELECTED,2011/10/27 12:00:54,180217,19000
11169,O_CREATED,2011/10/27 12:00:56,180217,19000
