resource,activity,timestamp,case,AMOUNT_REQ
10910,O_SELECTED,2012/1/2 12:00:18,197108,10000
10910,O_CREATED,2012/1/2 12:00:19,197108,10000
10910,O_SENT,2012/1/2 12:00:19,197108,10000
10909,O_SELECTED,2012/1/12 10:00:04,197108,10000
10909,O_CANCELLED,2012/1/12 10:00:04,197108,10000
10909,O_CREATED,2012/1/12 10:00:06,197108,10000
10909,O_SENT,2012/1/12 10:00:06,197108,10000
10809,O_DECLINED,2012/1/26 12:27:36,197108,10000
11202,O_SELECTED,2012/1/17 18:17:14,201779,25000
11202,O_CREATED,2012/1/17 18:17:16,201779,25000
11202,O_SENT,2012/1/17 18:17:16,201779,25000
11259,O_SENT_BACK,2012/2/10 9:30:03,201779,25000
10138,O_DECLINED,2012/2/13 11:04:09,201779,25000
11169,O_SELECTED,2012/2/28 10:47:27,213249,6000
11169,O_CREATED,2012/2/28 10:47:28,213249,6000
11169,O_SENT,2012/2/28 10:47:28,213249,6000
11189,O_SELECTED,2011/11/24 13:00:36,188702,11500
11189,O_CREATED,2011/11/24 13:00:39,188702,11500
11189,O_SENT,2011/11/24 13:00:39,188702,11500
10913,O_CANCELLED,2011/12/24 13:59:51,188702,11500
11180,O_SELECTED,2011/12/29 16:34:04,196305,20000
11180,O_CREATED,2011/12/29 16:34:06,196305,20000
11180,O_SENT,2011/12/29 16:34:06,196305,20000
11180,O_CANCELLED,2012/1/23 10:46:01,196305,20000
10982,O_SELECTED,2011/10/6 15:18:43,175114,16000
10982,O_CREATED,2011/10/6 15:18:44,175114,16000
10982,O_SENT,2011/10/6 15:18:44,175114,16000
11029,O_SENT_BACK,2011/10/11 7:56:47,175114,16000
10138,O_ACCEPTED,2011/10/14 8:36:09,175114,16000
11119,O_SELECTED,2012/1/12 19:52:41,200170,11000
11119,O_CREATED,2012/1/12 19:52:42,200170,11000
11119,O_SENT,2012/1/12 19:52:42,200170,11000
10913,O_CANCELLED,2012/2/11 13:39:37,200170,11000
10863,O_SELECTED,2011/10/11 17:29:07,176239,25000
10863,O_CREATED,2011/10/11 17:29:07,176239,25000
10863,O_SENT,2011/10/11 17:29:07,176239,25000
11029,O_SENT_BACK,2011/10/17 9:24:04,176239,25000
10972,O_ACCEPTED,2011/10/20 9:11:04,176239,25000
10910,O_SELECTED,2012/1/24 19:46:53,203495,12000
10910,O_CREATED,2012/1/24 19:46:55,203495,12000
10910,O_SENT,2012/1/24 19:46:55,203495,12000
10899,O_SENT_BACK,2012/2/1 12:58:01,203495,12000
10972,O_ACCEPTED,2012/2/7 15:08:27,203495,12000
10861,O_SELECTED,2012/1/25 11:36:51,203844,8500
10861,O_CREATED,2012/1/25 11:36:53,203844,8500
10861,O_SENT,2012/1/25 11:36:53,203844,8500
10899,O_SENT_BACK,2012/2/7 8:58:05,203844,8500
10609,O_ACCEPTED,2012/2/13 15:18:28,203844,8500
11003,O_SELECTED,2012/1/30 17:27:24,204915,25000
11003,O_CREATED,2012/1/30 17:27:24,204915,25000
11003,O_SENT,2012/1/30 17:27:24,204915,25000
11203,O_CANCELLED,2012/2/7 13:16:45,204915,25000
11203,O_SELECTED,2012/2/7 13:16:45,204915,25000
11203,O_CREATED,2012/2/7 13:16:47,204915,25000
11203,O_SENT,2012/2/7 13:16:48,204915,25000
11203,O_SELECTED,2012/2/27 13:53:13,204915,25000
11203,O_CANCELLED,2012/2/27 13:53:13,204915,25000
11203,O_CREATED,2012/2/27 13:53:15,204915,25000
11203,O_SENT,2012/2/27 13:53:15,204915,25000
11049,O_SENT_BACK,2012/2/28 13:07:39,204915,25000
10972,O_DECLINED,2012/3/1 16:43:20,204915,25000
10939,O_SELECTED,2011/11/15 19:22:09,185689,22500
10939,O_CREATED,2011/11/15 19:22:10,185689,22500
10939,O_SENT,2011/11/15 19:22:10,185689,22500
11180,O_CANCELLED,2011/11/24 17:23:04,185689,22500
11181,O_SELECTED,2011/12/16 17:20:15,194010,25000
11181,O_CREATED,2011/12/16 17:20:17,194010,25000
11181,O_SENT,2011/12/16 17:20:17,194010,25000
11049,O_SENT_BACK,2012/1/2 15:31:59,194010,25000
10138,O_ACCEPTED,2012/1/4 10:21:25,194010,25000
11200,O_SELECTED,2011/11/22 15:42:33,188140,10000
11200,O_CREATED,2011/11/22 15:42:34,188140,10000
11200,O_SENT,2011/11/22 15:42:34,188140,10000
11259,O_SENT_BACK,2011/11/30 9:31:07,188140,10000
10609,O_ACCEPTED,2011/12/6 10:00:41,188140,10000
10863,O_SELECTED,2011/12/14 17:53:19,193381,25000
10863,O_CREATED,2011/12/14 17:53:20,193381,25000
10863,O_SENT,2011/12/14 17:53:20,193381,25000
10982,O_CANCELLED,2011/12/19 19:29:05,193381,25000
